<TICKER>;<PER>;<DATE>;<TIME>;<OPEN>;<HIGH>;<LOW>;<CLOSE>;<VOL>
GAZA;30;231221;123000;797.5000000;804.0000000;796.5000000;804.0000000;110
GAZA;30;231221;133000;797.0000000;807.0000000;795.0000000;807.0000000;580
GAZA;30;231221;140000;797.5000000;806.5000000;797.5000000;806.5000000;20
GAZA;30;231221;143000;797.5000000;805.0000000;797.5000000;805.0000000;80
GAZA;30;231221;150000;805.0000000;805.0000000;805.0000000;805.0000000;10
GAZA;30;231221;170000;803.5000000;805.0000000;803.5000000;805.0000000;110
GAZA;30;231221;173000;805.0000000;805.0000000;805.0000000;805.0000000;10
GAZA;30;231221;180000;798.0000000;798.0000000;798.0000000;798.0000000;10
GAZA;30;231221;183000;798.0000000;798.0000000;798.0000000;798.0000000;10
GAZA;30;231222;100000;798.5000000;809.5000000;798.5000000;809.0000000;100
GAZA;30;231222;103000;808.0000000;808.0000000;808.0000000;808.0000000;10
GAZA;30;231222;110000;808.5000000;818.0000000;808.5000000;812.0000000;870
GAZA;30;231222;113000;813.0000000;813.0000000;812.0000000;812.5000000;250
GAZA;30;231222;120000;812.5000000;820.0000000;812.5000000;812.5000000;180
GAZA;30;231222;123000;812.5000000;812.5000000;812.0000000;812.0000000;120
GAZA;30;231222;130000;818.5000000;818.5000000;812.0000000;812.0000000;80
GAZA;30;231222;133000;813.0000000;813.0000000;813.0000000;813.0000000;10
GAZA;30;231222;140000;812.5000000;829.0000000;812.5000000;829.0000000;440
GAZA;30;231222;143000;818.5000000;830.0000000;776.0000000;814.5000000;1550
GAZA;30;231222;153000;814.5000000;814.5000000;814.5000000;814.5000000;20
GAZA;30;231222;160000;812.0000000;812.0000000;812.0000000;812.0000000;20
GAZA;30;231222;170000;814.5000000;814.5000000;814.5000000;814.5000000;100
GAZA;30;231222;173000;815.5000000;822.0000000;815.0000000;818.0000000;70
GAZA;30;231222;183000;815.0000000;815.0000000;815.0000000;815.0000000;10
GAZA;30;231225;100000;821.5000000;868.0000000;821.5000000;847.5000000;5110
GAZA;30;231225;103000;850.0000000;867.0000000;823.0000000;846.5000000;2660
GAZA;30;231225;110000;842.0000000;843.5000000;825.5000000;836.5000000;1060
GAZA;30;231225;113000;843.0000000;847.5000000;835.5000000;840.0000000;680
GAZA;30;231225;120000;836.0000000;836.0000000;830.0000000;833.0000000;200
GAZA;30;231225;123000;833.0000000;835.0000000;833.0000000;835.0000000;160
GAZA;30;231225;130000;830.5000000;835.0000000;828.0000000;829.5000000;110
GAZA;30;231225;133000;833.0000000;833.0000000;828.5000000;828.5000000;150
GAZA;30;231225;140000;831.0000000;845.0000000;831.0000000;843.0000000;390
GAZA;30;231225;143000;841.0000000;841.0000000;835.0000000;835.0000000;260
GAZA;30;231225;150000;833.0000000;833.0000000;828.5000000;828.5000000;450
GAZA;30;231225;153000;829.5000000;829.5000000;822.0000000;828.0000000;240
GAZA;30;231225;160000;827.0000000;827.0000000;827.0000000;827.0000000;30
GAZA;30;231225;163000;827.5000000;833.0000000;822.0000000;828.5000000;250
GAZA;30;231225;170000;830.0000000;830.0000000;830.0000000;830.0000000;10
GAZA;30;231225;173000;826.5000000;826.5000000;826.5000000;826.5000000;10
GAZA;30;231225;180000;826.5000000;829.5000000;826.0000000;829.5000000;60
GAZA;30;231225;183000;822.5000000;822.5000000;822.0000000;822.0000000;30
GAZA;30;231226;100000;821.0000000;830.0000000;819.5000000;819.5000000;170
GAZA;30;231226;103000;819.5000000;819.5000000;819.5000000;819.5000000;20
GAZA;30;231226;110000;819.0000000;819.5000000;818.0000000;818.0000000;90
GAZA;30;231226;113000;818.0000000;819.5000000;818.0000000;819.5000000;90
GAZA;30;231226;120000;818.0000000;818.0000000;818.0000000;818.0000000;140
GAZA;30;231226;123000;819.5000000;825.0000000;819.5000000;825.0000000;150
GAZA;30;231226;133000;818.5000000;819.5000000;818.5000000;819.5000000;20
GAZA;30;231226;143000;824.5000000;825.5000000;819.0000000;819.0000000;100
GAZA;30;231226;150000;819.0000000;819.0000000;819.0000000;819.0000000;20
GAZA;30;231226;160000;819.0000000;823.5000000;818.5000000;818.5000000;60
GAZA;30;231226;170000;818.5000000;820.0000000;818.5000000;818.5000000;110
GAZA;30;231226;173000;819.5000000;844.5000000;819.5000000;844.5000000;980
GAZA;30;231226;180000;830.0000000;830.0000000;828.5000000;828.5000000;80
GAZA;30;231226;183000;830.5000000;830.5000000;822.0000000;822.0000000;110
GAZA;30;231227;100000;820.5000000;828.5000000;820.5000000;828.0000000;40
GAZA;30;231227;103000;821.5000000;822.5000000;818.5000000;818.5000000;160
GAZA;30;231227;110000;818.5000000;820.0000000;814.5000000;814.5000000;190
GAZA;30;231227;113000;812.0000000;814.5000000;805.5000000;814.5000000;80
GAZA;30;231227;120000;813.5000000;814.0000000;813.5000000;814.0000000;50
GAZA;30;231227;123000;814.0000000;814.0000000;811.0000000;814.0000000;30
GAZA;30;231227;130000;810.5000000;810.5000000;809.5000000;809.5000000;20
GAZA;30;231227;133000;808.5000000;808.5000000;808.5000000;808.5000000;50
GAZA;30;231227;150000;808.5000000;820.0000000;806.0000000;820.0000000;660
GAZA;30;231227;153000;807.0000000;809.5000000;807.0000000;809.5000000;20
GAZA;30;231227;160000;810.0000000;815.0000000;810.0000000;815.0000000;20
GAZA;30;231227;163000;810.0000000;821.5000000;810.0000000;821.5000000;60
GAZA;30;231227;170000;811.5000000;821.5000000;811.5000000;821.5000000;20
GAZA;30;231227;173000;815.5000000;815.5000000;813.0000000;813.0000000;70
GAZA;30;231227;180000;812.5000000;812.5000000;812.5000000;812.5000000;40
GAZA;30;231227;183000;815.5000000;821.5000000;815.5000000;821.5000000;270
GAZA;30;231228;100000;809.0000000;828.5000000;809.0000000;824.0000000;90
GAZA;30;231228;103000;818.5000000;818.5000000;816.5000000;816.5000000;20
GAZA;30;231228;110000;816.5000000;816.5000000;815.5000000;815.5000000;20
GAZA;30;231228;113000;812.0000000;817.5000000;809.5000000;817.5000000;90
GAZA;30;231228;120000;811.0000000;811.0000000;809.0000000;809.0000000;70
GAZA;30;231228;123000;809.0000000;824.5000000;809.0000000;824.5000000;250
GAZA;30;231228;130000;820.5000000;820.5000000;820.5000000;820.5000000;10
GAZA;30;231228;133000;814.5000000;817.5000000;812.0000000;817.5000000;90
GAZA;30;231228;140000;812.0000000;819.0000000;802.0000000;819.0000000;270
GAZA;30;231228;143000;817.5000000;823.5000000;817.5000000;823.0000000;130
GAZA;30;231228;150000;823.5000000;823.5000000;817.0000000;823.5000000;40
GAZA;30;231228;153000;824.0000000;824.0000000;816.0000000;816.0000000;30
GAZA;30;231228;160000;818.5000000;818.5000000;818.5000000;818.5000000;10
GAZA;30;231228;163000;823.5000000;823.5000000;816.5000000;816.5000000;30
GAZA;30;231228;183000;816.0000000;816.0000000;815.0000000;815.0000000;20
GAZA;30;231229;100000;802.5000000;808.5000000;801.5000000;802.5000000;150
GAZA;30;231229;103000;815.5000000;815.5000000;815.5000000;815.5000000;10
GAZA;30;231229;110000;814.5000000;817.5000000;808.5000000;808.5000000;40
GAZA;30;231229;120000;815.0000000;815.0000000;815.0000000;815.0000000;10
GAZA;30;231229;130000;808.0000000;808.0000000;806.0000000;806.0000000;20
GAZA;30;231229;140000;813.0000000;814.0000000;813.0000000;814.0000000;50
GAZA;30;231229;143000;814.5000000;814.5000000;814.5000000;814.5000000;10
GAZA;30;231229;153000;810.5000000;810.5000000;810.5000000;810.5000000;10
GAZA;30;231229;160000;810.0000000;820.0000000;810.0000000;811.0000000;660
GAZA;30;231229;163000;810.5000000;810.5000000;810.0000000;810.0000000;80
GAZA;30;231229;170000;808.5000000;808.5000000;807.5000000;808.0000000;100
GAZA;30;231229;173000;807.0000000;807.0000000;807.0000000;807.0000000;230
GAZA;30;231229;180000;807.0000000;825.0000000;807.0000000;825.0000000;520
GAZA;30;231229;183000;823.5000000;825.0000000;791.0000000;819.5000000;1300
GAZA;30;240103;100000;801.0000000;821.0000000;801.0000000;820.0000000;40
GAZA;30;240103;103000;820.0000000;820.0000000;820.0000000;820.0000000;20
GAZA;30;240103;110000;807.0000000;819.0000000;804.0000000;818.0000000;180
GAZA;30;240103;113000;807.5000000;817.5000000;807.0000000;811.0000000;140
GAZA;30;240103;120000;819.5000000;819.5000000;819.0000000;819.0000000;80
GAZA;30;240103;123000;812.0000000;818.5000000;811.5000000;818.5000000;80
GAZA;30;240103;130000;820.5000000;821.0000000;820.5000000;821.0000000;100
GAZA;30;240103;133000;820.5000000;821.0000000;814.5000000;821.0000000;80
GAZA;30;240103;140000;821.0000000;821.0000000;821.0000000;821.0000000;10
GAZA;30;240103;150000;821.0000000;821.0000000;821.0000000;821.0000000;100
GAZA;30;240103;153000;820.0000000;821.0000000;820.0000000;821.0000000;100
GAZA;30;240103;163000;821.0000000;821.0000000;821.0000000;821.0000000;10
GAZA;30;240103;170000;820.0000000;820.0000000;818.0000000;818.0000000;20
GAZA;30;240103;173000;818.0000000;820.5000000;818.0000000;820.5000000;50
GAZA;30;240103;183000;822.0000000;822.0000000;822.0000000;822.0000000;250
GAZA;30;240104;100000;829.5000000;831.0000000;829.5000000;830.0000000;90
GAZA;30;240104;103000;830.0000000;837.0000000;824.5000000;824.5000000;120
GAZA;30;240104;110000;832.5000000;844.0000000;826.5000000;843.5000000;1110
GAZA;30;240104;113000;843.0000000;843.5000000;833.0000000;833.0000000;170
GAZA;30;240104;120000;842.0000000;856.5000000;839.5000000;856.5000000;840
GAZA;30;240104;123000;847.0000000;856.5000000;830.0000000;841.0000000;810
GAZA;30;240104;130000;844.0000000;845.5000000;835.5000000;844.0000000;360
GAZA;30;240104;133000;845.0000000;870.0000000;845.0000000;863.0000000;1570
GAZA;30;240104;140000;863.0000000;867.0000000;863.0000000;867.0000000;240
GAZA;30;240104;143000;867.0000000;873.0000000;867.0000000;870.0000000;890
GAZA;30;240104;150000;870.0000000;873.0000000;870.0000000;871.5000000;60
GAZA;30;240104;153000;873.0000000;873.5000000;866.5000000;873.5000000;460
GAZA;30;240104;160000;873.5000000;873.5000000;873.5000000;873.5000000;170
GAZA;30;240104;163000;873.5000000;873.5000000;863.0000000;863.0000000;400
GAZA;30;240104;170000;863.0000000;863.0000000;863.0000000;863.0000000;70
GAZA;30;240104;173000;859.5000000;862.5000000;859.0000000;862.5000000;50
GAZA;30;240104;180000;863.0000000;874.5000000;863.0000000;874.5000000;290
GAZA;30;240104;183000;874.5000000;875.0000000;874.5000000;875.0000000;50
GAZA;30;240105;100000;862.0000000;866.5000000;847.0000000;859.5000000;780
GAZA;30;240105;103000;860.0000000;867.5000000;859.5000000;861.5000000;140
GAZA;30;240105;110000;862.0000000;862.0000000;846.5000000;846.5000000;990
GAZA;30;240105;113000;848.0000000;862.0000000;848.0000000;862.0000000;700
GAZA;30;240105;120000;857.0000000;857.0000000;855.0000000;857.0000000;100
GAZA;30;240105;123000;854.0000000;857.0000000;853.0000000;857.0000000;150
GAZA;30;240105;130000;854.0000000;854.0000000;854.0000000;854.0000000;10
GAZA;30;240105;133000;854.0000000;857.0000000;854.0000000;857.0000000;110
GAZA;30;240105;143000;863.5000000;864.0000000;863.5000000;864.0000000;230
GAZA;30;240105;150000;860.5000000;865.0000000;860.5000000;865.0000000;50
GAZA;30;240105;153000;864.5000000;865.0000000;864.5000000;865.0000000;20
GAZA;30;240105;160000;862.0000000;865.0000000;862.0000000;865.0000000;120
GAZA;30;240105;170000;864.5000000;866.0000000;864.5000000;866.0000000;60
GAZA;30;240105;173000;861.0000000;958.5000000;860.5000000;935.0000000;6550
GAZA;30;240105;180000;936.0000000;984.0000000;913.5000000;915.5000000;2650
GAZA;30;240105;183000;914.0000000;924.0000000;912.0000000;912.0000000;370
GAZA;30;240108;100000;912.0000000;912.0000000;888.0000000;906.5000000;820
GAZA;30;240108;103000;906.5000000;910.0000000;896.5000000;902.5000000;380
GAZA;30;240108;110000;912.5000000;920.0000000;880.0000000;890.0000000;1070
GAZA;30;240108;113000;895.0000000;898.5000000;856.5000000;887.5000000;7400
GAZA;30;240108;120000;888.0000000;892.5000000;874.0000000;883.0000000;1570
GAZA;30;240108;123000;884.0000000;890.0000000;884.0000000;890.0000000;390
GAZA;30;240108;130000;890.0000000;890.0000000;884.5000000;890.0000000;300
GAZA;30;240108;133000;890.0000000;890.0000000;885.5000000;886.0000000;270
GAZA;30;240108;140000;888.0000000;892.0000000;888.0000000;892.0000000;210
GAZA;30;240108;143000;887.5000000;894.5000000;887.0000000;894.5000000;280
GAZA;30;240108;150000;893.0000000;894.0000000;889.0000000;889.5000000;130
GAZA;30;240108;153000;890.5000000;893.5000000;890.0000000;890.0000000;310
GAZA;30;240108;160000;890.0000000;893.0000000;890.0000000;891.0000000;760
GAZA;30;240108;163000;894.0000000;894.5000000;894.0000000;894.5000000;310
GAZA;30;240108;170000;894.0000000;898.5000000;891.5000000;898.5000000;370
GAZA;30;240108;173000;892.5000000;897.5000000;892.0000000;896.0000000;250
GAZA;30;240108;180000;895.5000000;896.0000000;888.5000000;888.5000000;770
GAZA;30;240108;183000;888.5000000;920.5000000;888.0000000;920.5000000;1430
GAZA;30;240109;100000;917.5000000;923.0000000;886.0000000;918.5000000;2090
GAZA;30;240109;103000;909.0000000;919.0000000;909.0000000;919.0000000;420
GAZA;30;240109;110000;918.0000000;918.0000000;908.5000000;908.5000000;470
GAZA;30;240109;113000;916.5000000;916.5000000;909.5000000;909.5000000;30
GAZA;30;240109;120000;909.0000000;914.5000000;909.0000000;914.5000000;50
GAZA;30;240109;123000;909.5000000;909.5000000;908.5000000;908.5000000;40
GAZA;30;240109;130000;908.5000000;913.5000000;908.5000000;913.5000000;40
GAZA;30;240109;133000;913.5000000;913.5000000;913.5000000;913.5000000;10
GAZA;30;240109;140000;914.5000000;914.5000000;914.5000000;914.5000000;20
GAZA;30;240109;143000;914.5000000;917.0000000;913.5000000;913.5000000;180
GAZA;30;240109;150000;917.0000000;917.5000000;916.0000000;916.0000000;70
GAZA;30;240109;153000;913.5000000;914.5000000;913.0000000;914.5000000;70
GAZA;30;240109;160000;910.0000000;910.0000000;908.5000000;908.5000000;70
GAZA;30;240109;163000;914.0000000;914.0000000;897.0000000;908.0000000;700
GAZA;30;240109;170000;910.0000000;910.0000000;898.5000000;907.5000000;200
GAZA;30;240109;173000;907.5000000;907.5000000;907.0000000;907.0000000;20
GAZA;30;240109;180000;906.0000000;907.0000000;905.5000000;907.0000000;30
GAZA;30;240109;183000;905.5000000;907.0000000;898.5000000;907.0000000;230
GAZA;30;240110;100000;916.5000000;917.0000000;886.5000000;900.0000000;1810
GAZA;30;240110;103000;897.5000000;907.5000000;894.5000000;903.5000000;310
GAZA;30;240110;110000;901.0000000;904.0000000;901.0000000;903.5000000;100
GAZA;30;240110;113000;898.5000000;898.5000000;895.5000000;895.5000000;180
GAZA;30;240110;120000;895.5000000;903.0000000;895.0000000;903.0000000;250
GAZA;30;240110;123000;902.5000000;905.0000000;902.5000000;905.0000000;70
GAZA;30;240110;130000;904.0000000;904.0000000;904.0000000;904.0000000;50
GAZA;30;240110;133000;904.0000000;904.0000000;900.0000000;904.0000000;120
GAZA;30;240110;140000;904.5000000;906.0000000;904.5000000;905.0000000;190
GAZA;30;240110;143000;905.0000000;905.0000000;905.0000000;905.0000000;50
GAZA;30;240110;150000;905.0000000;907.5000000;905.0000000;907.5000000;100
GAZA;30;240110;153000;907.0000000;908.0000000;907.0000000;907.0000000;110
GAZA;30;240110;160000;906.0000000;907.0000000;906.0000000;907.0000000;20
GAZA;30;240110;163000;907.0000000;907.0000000;907.0000000;907.0000000;10
GAZA;30;240110;173000;905.0000000;905.0000000;905.0000000;905.0000000;30
GAZA;30;240110;180000;904.0000000;904.0000000;904.0000000;904.0000000;10
GAZA;30;240110;183000;900.5000000;900.5000000;900.5000000;900.5000000;40
GAZA;30;240111;100000;908.5000000;908.5000000;885.0000000;892.5000000;650
GAZA;30;240111;103000;895.0000000;896.5000000;884.0000000;896.5000000;220
GAZA;30;240111;110000;889.0000000;889.0000000;885.5000000;885.5000000;120
GAZA;30;240111;113000;891.5000000;891.5000000;891.5000000;891.5000000;10
GAZA;30;240111;123000;893.0000000;893.0000000;893.0000000;893.0000000;10
GAZA;30;240111;130000;893.0000000;893.0000000;893.0000000;893.0000000;20
GAZA;30;240111;133000;895.0000000;899.0000000;895.0000000;899.0000000;130
GAZA;30;240111;140000;896.0000000;900.0000000;896.0000000;900.0000000;60
GAZA;30;240111;143000;897.5000000;900.0000000;895.5000000;900.0000000;40
GAZA;30;240111;150000;900.0000000;900.5000000;895.5000000;895.5000000;130
GAZA;30;240111;153000;895.5000000;900.0000000;895.0000000;900.0000000;40
GAZA;30;240111;160000;898.0000000;898.0000000;896.0000000;897.5000000;80
GAZA;30;240111;163000;897.5000000;900.0000000;897.5000000;897.5000000;70
GAZA;30;240111;170000;897.5000000;900.0000000;894.5000000;894.5000000;250
GAZA;30;240111;180000;898.5000000;901.0000000;898.5000000;901.0000000;400
GAZA;30;240111;183000;901.0000000;901.0000000;901.0000000;901.0000000;50
GAZA;30;240112;100000;902.0000000;920.0000000;902.0000000;919.5000000;1460
GAZA;30;240112;103000;919.5000000;919.5000000;912.0000000;912.0000000;50
GAZA;30;240112;110000;909.0000000;913.0000000;908.5000000;908.5000000;630
GAZA;30;240112;113000;910.0000000;910.0000000;910.0000000;910.0000000;20
GAZA;30;240112;120000;910.5000000;916.5000000;910.0000000;916.5000000;440
GAZA;30;240112;123000;916.0000000;918.5000000;913.5000000;914.0000000;220
GAZA;30;240112;130000;911.5000000;918.5000000;911.5000000;918.5000000;80
GAZA;30;240112;133000;918.0000000;918.5000000;912.0000000;918.5000000;210
GAZA;30;240112;140000;919.0000000;919.0000000;914.5000000;914.5000000;80
GAZA;30;240112;143000;919.0000000;947.0000000;916.0000000;934.5000000;2270
GAZA;30;240112;150000;939.0000000;946.0000000;934.0000000;937.0000000;740
GAZA;30;240112;153000;943.0000000;944.0000000;934.0000000;940.5000000;200
GAZA;30;240112;160000;940.5000000;942.0000000;925.5000000;927.5000000;560
GAZA;30;240112;163000;927.5000000;933.5000000;927.5000000;933.5000000;140
GAZA;30;240112;170000;932.0000000;937.0000000;926.0000000;937.0000000;330
GAZA;30;240112;173000;936.5000000;943.5000000;934.5000000;934.5000000;420
GAZA;30;240112;180000;933.5000000;933.5000000;920.0000000;927.5000000;640
GAZA;30;240112;183000;921.5000000;925.0000000;921.5000000;925.0000000;90
GAZA;30;240115;100000;936.0000000;943.5000000;922.0000000;928.0000000;990
GAZA;30;240115;103000;932.5000000;932.5000000;931.0000000;931.5000000;130
GAZA;30;240115;110000;926.5000000;926.5000000;926.0000000;926.0000000;70
GAZA;30;240115;113000;929.0000000;934.0000000;926.0000000;929.5000000;110
GAZA;30;240115;120000;929.0000000;939.0000000;926.5000000;926.5000000;450
GAZA;30;240115;123000;927.5000000;931.5000000;926.0000000;929.5000000;60
GAZA;30;240115;130000;930.5000000;930.5000000;930.5000000;930.5000000;30
GAZA;30;240115;133000;929.0000000;929.0000000;923.5000000;923.5000000;180
GAZA;30;240115;140000;926.0000000;927.5000000;923.0000000;926.0000000;60
GAZA;30;240115;143000;924.5000000;925.5000000;912.5000000;916.0000000;710
GAZA;30;240115;150000;912.5000000;914.0000000;908.5000000;910.0000000;330
GAZA;30;240115;153000;912.5000000;916.0000000;910.5000000;914.0000000;250
GAZA;30;240115;160000;917.0000000;917.0000000;917.0000000;917.0000000;20
GAZA;30;240115;163000;913.5000000;918.5000000;913.5000000;917.0000000;200
GAZA;30;240115;170000;915.0000000;915.0000000;914.5000000;914.5000000;60
GAZA;30;240115;173000;914.5000000;920.0000000;913.0000000;915.5000000;340
GAZA;30;240115;180000;915.0000000;915.5000000;915.0000000;915.5000000;100
GAZA;30;240115;183000;916.0000000;916.0000000;916.0000000;916.0000000;20
GAZA;30;240116;100000;920.0000000;920.0000000;913.0000000;913.0000000;90
GAZA;30;240116;103000;909.5000000;913.0000000;909.0000000;913.0000000;140
GAZA;30;240116;110000;909.5000000;912.5000000;906.5000000;911.0000000;160
GAZA;30;240116;113000;911.0000000;911.5000000;911.0000000;911.0000000;60
GAZA;30;240116;120000;910.5000000;913.0000000;909.0000000;913.0000000;250
GAZA;30;240116;123000;913.0000000;918.5000000;913.0000000;918.5000000;380
GAZA;30;240116;130000;918.5000000;920.0000000;918.5000000;920.0000000;60
GAZA;30;240116;133000;917.5000000;917.5000000;917.5000000;917.5000000;10
GAZA;30;240116;140000;917.5000000;919.5000000;909.0000000;919.0000000;500
GAZA;30;240116;143000;913.5000000;918.5000000;913.5000000;918.5000000;110
GAZA;30;240116;150000;919.0000000;919.0000000;909.0000000;909.0000000;190
GAZA;30;240116;153000;916.0000000;916.0000000;916.0000000;916.0000000;10
GAZA;30;240116;163000;912.5000000;915.5000000;910.0000000;915.5000000;90
GAZA;30;240116;170000;910.5000000;910.5000000;910.0000000;910.0000000;20
GAZA;30;240116;173000;910.5000000;910.5000000;909.5000000;909.5000000;60
GAZA;30;240116;180000;909.5000000;910.0000000;906.0000000;906.0000000;130
GAZA;30;240116;183000;910.5000000;910.5000000;910.5000000;910.5000000;110
GAZA;30;240117;100000;909.0000000;930.5000000;909.0000000;930.0000000;610
GAZA;30;240117;103000;930.0000000;930.0000000;922.0000000;926.5000000;280
GAZA;30;240117;110000;928.0000000;929.5000000;927.5000000;929.5000000;110
GAZA;30;240117;113000;930.0000000;938.0000000;930.0000000;932.0000000;300
GAZA;30;240117;120000;932.0000000;940.0000000;932.0000000;940.0000000;330
GAZA;30;240117;123000;935.0000000;939.0000000;935.0000000;939.0000000;90
GAZA;30;240117;130000;933.0000000;939.5000000;933.0000000;939.5000000;150
GAZA;30;240117;140000;935.0000000;935.5000000;933.0000000;935.0000000;360
GAZA;30;240117;143000;934.0000000;934.0000000;934.0000000;934.0000000;10
GAZA;30;240117;150000;938.5000000;938.5000000;932.5000000;932.5000000;330
GAZA;30;240117;153000;931.5000000;931.5000000;926.0000000;926.0000000;120
GAZA;30;240117;163000;924.5000000;924.5000000;924.0000000;924.0000000;40
GAZA;30;240117;170000;925.0000000;925.0000000;923.0000000;924.5000000;40
GAZA;30;240117;173000;924.5000000;924.5000000;924.5000000;924.5000000;10
GAZA;30;240117;183000;924.0000000;924.0000000;921.0000000;921.0000000;20
