<TICKER>;<PER>;<DATE>;<TIME>;<CLOSE>;<VOL>
USD000UTSTOM;15;240206;160000;90.835;15416000
USD000UTSTOM;15;240206;161500;90.8075;12223000
USD000UTSTOM;15;240206;163000;90.8525;13287000
USD000UTSTOM;15;240206;164500;90.935;13821000
USD000UTSTOM;15;240206;170000;90.9675;12435000
USD000UTSTOM;15;240206;171500;91.04;10894000
USD000UTSTOM;15;240206;173000;91.0375;5365000
USD000UTSTOM;15;240206;174500;91.04;6463000
USD000UTSTOM;15;240206;180000;91.075;7099000
USD000UTSTOM;15;240206;181500;91.1325;13872000
USD000UTSTOM;15;240206;183000;91.175;12130000
USD000UTSTOM;15;240206;184500;91.22;1528000
USD000UTSTOM;15;240207;070000;91.1875;523000
USD000UTSTOM;15;240207;071500;91.02;2195000
USD000UTSTOM;15;240207;073000;91.02;1506000
USD000UTSTOM;15;240207;074500;91.015;374000
USD000UTSTOM;15;240207;080000;91.0725;354000
USD000UTSTOM;15;240207;081500;91.035;650000
USD000UTSTOM;15;240207;083000;91.0325;611000
USD000UTSTOM;15;240207;084500;91.0475;160000
USD000UTSTOM;15;240207;090000;90.945;9467000
USD000UTSTOM;15;240207;091500;91.015;3821000
USD000UTSTOM;15;240207;093000;91.0025;2226000
USD000UTSTOM;15;240207;094500;90.9925;6198000
USD000UTSTOM;15;240207;100000;90.995;22123000
USD000UTSTOM;15;240207;101500;91.0475;20594000
USD000UTSTOM;15;240207;103000;91.015;26620000
USD000UTSTOM;15;240207;104500;91.24;41480000
USD000UTSTOM;15;240207;110000;91.2575;44459000
USD000UTSTOM;15;240207;111500;91.1325;40296000
USD000UTSTOM;15;240207;113000;91.1125;51196000
USD000UTSTOM;15;240207;114500;91.17;16106000
USD000UTSTOM;15;240207;120000;91.1775;24569000
USD000UTSTOM;15;240207;121500;91.1975;23610000
USD000UTSTOM;15;240207;123000;91.1925;25911000
USD000UTSTOM;15;240207;124500;91.1675;27078000
USD000UTSTOM;15;240207;130000;91.18;20323000
USD000UTSTOM;15;240207;131500;91.1625;14696000
USD000UTSTOM;15;240207;133000;91.25;40189000
USD000UTSTOM;15;240207;134500;91.24;25460000
USD000UTSTOM;15;240207;140000;91.215;20048000
USD000UTSTOM;15;240207;141500;91.18;15094000
USD000UTSTOM;15;240207;143000;91.16;23086000
USD000UTSTOM;15;240207;144500;91.12;25128000
USD000UTSTOM;15;240207;150000;91.05;25583000
USD000UTSTOM;15;240207;151500;91.0325;24127000
USD000UTSTOM;15;240207;153000;90.9725;17889000
USD000UTSTOM;15;240207;154500;90.865;37228000
USD000UTSTOM;15;240207;160000;90.845;17410000
USD000UTSTOM;15;240207;161500;90.85;18165000
USD000UTSTOM;15;240207;163000;90.8625;10849000
USD000UTSTOM;15;240207;164500;90.9225;16386000
USD000UTSTOM;15;240207;170000;91.115;39749000
USD000UTSTOM;15;240207;171500;91.0875;23366000
USD000UTSTOM;15;240207;173000;91.2;16371000
USD000UTSTOM;15;240207;174500;91.245;23641000
USD000UTSTOM;15;240207;180000;91.2375;8831000
USD000UTSTOM;15;240207;181500;91.135;7626000
USD000UTSTOM;15;240207;183000;91.2125;3125000
USD000UTSTOM;15;240207;184500;91.2675;1819000
USD000UTSTOM;15;240208;070000;91.08;7642000
USD000UTSTOM;15;240208;071500;91.095;1299000
USD000UTSTOM;15;240208;073000;91.15;794000
USD000UTSTOM;15;240208;074500;91.1475;1546000
USD000UTSTOM;15;240208;080000;91.17;3026000
USD000UTSTOM;15;240208;081500;91.1675;910000
USD000UTSTOM;15;240208;083000;91.1925;1117000
USD000UTSTOM;15;240208;084500;91.275;499000
USD000UTSTOM;15;240208;090000;91.2775;1972000
USD000UTSTOM;15;240208;091500;91.295;1872000
USD000UTSTOM;15;240208;093000;91.3675;5068000
USD000UTSTOM;15;240208;094500;91.3825;9925000
USD000UTSTOM;15;240208;100000;91.2825;33971000
USD000UTSTOM;15;240208;101500;91.2675;38176000
USD000UTSTOM;15;240208;103000;91.3025;22768000
USD000UTSTOM;15;240208;104500;91.155;27193000
USD000UTSTOM;15;240208;110000;91.12;28409000
USD000UTSTOM;15;240208;111500;91.22;22373000
USD000UTSTOM;15;240208;113000;91.2925;29419000
USD000UTSTOM;15;240208;114500;91.27;24294000
USD000UTSTOM;15;240208;120000;91.2325;23221000
USD000UTSTOM;15;240208;121500;91.165;29632000
USD000UTSTOM;15;240208;123000;91.1925;26002000
USD000UTSTOM;15;240208;124500;91.2475;17805000
USD000UTSTOM;15;240208;130000;91.295;20079000
USD000UTSTOM;15;240208;131500;91.3025;44283000
USD000UTSTOM;15;240208;133000;91.31;40272000
USD000UTSTOM;15;240208;134500;91.35;25780000
USD000UTSTOM;15;240208;140000;91.295;14195000
USD000UTSTOM;15;240208;141500;91.3275;11635000
USD000UTSTOM;15;240208;143000;91.2725;18342000
USD000UTSTOM;15;240208;144500;91.3025;9028000
USD000UTSTOM;15;240208;150000;91.33;34030000
USD000UTSTOM;15;240208;151500;91.3025;20693000
USD000UTSTOM;15;240208;153000;91.32;9977000
USD000UTSTOM;15;240208;154500;91.265;29977000
USD000UTSTOM;15;240208;160000;91.2275;13817000
USD000UTSTOM;15;240208;161500;91.3175;16312000
USD000UTSTOM;15;240208;163000;91.3;13123000
USD000UTSTOM;15;240208;164500;91.275;30334000
USD000UTSTOM;15;240208;170000;91.24;50335000
USD000UTSTOM;15;240208;171500;91.2625;8003000
USD000UTSTOM;15;240208;173000;91.135;17686000
USD000UTSTOM;15;240208;174500;91.06;21336000
USD000UTSTOM;15;240208;180000;90.97;30126000
USD000UTSTOM;15;240208;181500;90.8875;18380000
USD000UTSTOM;15;240208;183000;90.82;6812000
USD000UTSTOM;15;240208;184500;90.85;11151000
USD000UTSTOM;15;240209;070000;91.0175;11211000
USD000UTSTOM;15;240209;071500;90.99;3041000
USD000UTSTOM;15;240209;073000;90.985;780000
USD000UTSTOM;15;240209;074500;90.975;654000
USD000UTSTOM;15;240209;080000;90.8425;3390000
USD000UTSTOM;15;240209;081500;90.8325;723000
USD000UTSTOM;15;240209;083000;90.9375;1349000
USD000UTSTOM;15;240209;084500;90.975;869000
USD000UTSTOM;15;240209;090000;90.9975;1312000
USD000UTSTOM;15;240209;091500;91.0225;8035000
USD000UTSTOM;15;240209;093000;91.0425;2647000
USD000UTSTOM;15;240209;094500;91.0375;3388000
USD000UTSTOM;15;240209;100000;90.9375;29962000
USD000UTSTOM;15;240209;101500;90.8675;61369000
USD000UTSTOM;15;240209;103000;90.7625;111161000
USD000UTSTOM;15;240209;104500;90.775;94140000
USD000UTSTOM;15;240209;110000;90.635;110664000
USD000UTSTOM;15;240209;111500;90.785;127612000
USD000UTSTOM;15;240209;113000;90.8025;119440000
USD000UTSTOM;15;240209;114500;91.075;118260000
USD000UTSTOM;15;240209;120000;90.9125;44864000
USD000UTSTOM;15;240209;121500;90.8475;22853000
USD000UTSTOM;15;240209;123000;90.845;35228000
USD000UTSTOM;15;240209;124500;90.83;24003000
USD000UTSTOM;15;240209;130000;90.85;27249000
USD000UTSTOM;15;240209;131500;90.8625;30302000
USD000UTSTOM;15;240209;133000;90.8025;32248000
USD000UTSTOM;15;240209;134500;90.83;32118000
USD000UTSTOM;15;240209;140000;90.83;25001000
USD000UTSTOM;15;240209;141500;90.9875;174651000
USD000UTSTOM;15;240209;143000;90.8;36045000
USD000UTSTOM;15;240209;144500;90.75;57953000
USD000UTSTOM;15;240209;150000;90.805;32370000
USD000UTSTOM;15;240209;151500;90.7475;24903000
USD000UTSTOM;15;240209;153000;90.7325;23835000
USD000UTSTOM;15;240209;154500;90.7475;25354000
USD000UTSTOM;15;240209;160000;90.715;27343000
USD000UTSTOM;15;240209;161500;90.7075;26117000
USD000UTSTOM;15;240209;163000;90.74;40040000
USD000UTSTOM;15;240209;164500;90.85;13094000
USD000UTSTOM;15;240209;170000;91;10046000
USD000UTSTOM;15;240209;171500;90.9975;20936000
USD000UTSTOM;15;240209;173000;90.825;8058000
USD000UTSTOM;15;240209;174500;90.8225;24778000
USD000UTSTOM;15;240209;180000;90.935;8539000
USD000UTSTOM;15;240209;181500;90.9225;880000
USD000UTSTOM;15;240209;183000;91.035;1850000
USD000UTSTOM;15;240209;184500;90.9;3443000
USD000UTSTOM;15;240212;070000;91.08;2936000
USD000UTSTOM;15;240212;071500;90.99;2287000
USD000UTSTOM;15;240212;073000;90.9075;2665000
USD000UTSTOM;15;240212;074500;90.9525;1497000
USD000UTSTOM;15;240212;080000;91.055;223000
USD000UTSTOM;15;240212;081500;91.0225;598000
USD000UTSTOM;15;240212;083000;91.0375;680000
USD000UTSTOM;15;240212;084500;91.02;366000
USD000UTSTOM;15;240212;090000;91.13;6847000
USD000UTSTOM;15;240212;091500;91.045;3562000
USD000UTSTOM;15;240212;093000;91.1;4982000
USD000UTSTOM;15;240212;094500;91.07;7434000
USD000UTSTOM;15;240212;100000;91.0475;13957000
USD000UTSTOM;15;240212;101500;91.0225;15074000
USD000UTSTOM;15;240212;103000;91.01;25427000
USD000UTSTOM;15;240212;104500;91.02;11735000
USD000UTSTOM;15;240212;110000;91.0425;25020000
USD000UTSTOM;15;240212;111500;91;23505000
USD000UTSTOM;15;240212;113000;90.9975;19352000
USD000UTSTOM;15;240212;114500;91.05;22564000
USD000UTSTOM;15;240212;120000;91.0775;12545000
USD000UTSTOM;15;240212;121500;91.03;36714000
USD000UTSTOM;15;240212;123000;91.075;14399000
USD000UTSTOM;15;240212;124500;91.13;16807000
USD000UTSTOM;15;240212;130000;91.13;12889000
USD000UTSTOM;15;240212;131500;91.1175;21553000
USD000UTSTOM;15;240212;133000;91.1325;7373000
USD000UTSTOM;15;240212;134500;91.15;21490000
USD000UTSTOM;15;240212;140000;91.0825;10238000
USD000UTSTOM;15;240212;141500;91.0825;15986000
USD000UTSTOM;15;240212;143000;91.13;13740000
USD000UTSTOM;15;240212;144500;91.17;25140000
USD000UTSTOM;15;240212;150000;91.165;19006000
USD000UTSTOM;15;240212;151500;91.17;13808000
USD000UTSTOM;15;240212;153000;91.1975;14331000
USD000UTSTOM;15;240212;154500;91.32;27938000
USD000UTSTOM;15;240212;160000;91.3725;23042000
USD000UTSTOM;15;240212;161500;91.4225;13970000
USD000UTSTOM;15;240212;163000;91.325;23172000
USD000UTSTOM;15;240212;164500;91.2925;11066000
USD000UTSTOM;15;240212;170000;91.3425;20887000
USD000UTSTOM;15;240212;171500;91.2475;11961000
USD000UTSTOM;15;240212;173000;91.305;15647000
USD000UTSTOM;15;240212;174500;91.325;13842000
USD000UTSTOM;15;240212;180000;91.28;6494000
USD000UTSTOM;15;240212;181500;91.275;5662000
USD000UTSTOM;15;240212;183000;91.2775;5754000
USD000UTSTOM;15;240212;184500;91.31;2421000
USD000UTSTOM;15;240213;070000;91.2425;1203000
USD000UTSTOM;15;240213;071500;91.2;441000
USD000UTSTOM;15;240213;073000;91.16;279000
USD000UTSTOM;15;240213;074500;91.195;129000
USD000UTSTOM;15;240213;080000;91.21;1118000
USD000UTSTOM;15;240213;081500;91.22;289000
USD000UTSTOM;15;240213;083000;91.27;659000
USD000UTSTOM;15;240213;084500;91.3;2590000
USD000UTSTOM;15;240213;090000;91.2425;4865000
USD000UTSTOM;15;240213;091500;91.2625;772000
USD000UTSTOM;15;240213;093000;91.22;3455000
USD000UTSTOM;15;240213;094500;91.175;1931000
USD000UTSTOM;15;240213;100000;91.2375;15445000
USD000UTSTOM;15;240213;101500;91.195;29558000
USD000UTSTOM;15;240213;103000;91.135;25627000
USD000UTSTOM;15;240213;104500;91.1075;15895000
USD000UTSTOM;15;240213;110000;91.07;13867000
USD000UTSTOM;15;240213;111500;91.17;13886000
USD000UTSTOM;15;240213;113000;91.195;22591000
USD000UTSTOM;15;240213;114500;91.19;21119000
USD000UTSTOM;15;240213;120000;91.2075;16624000
USD000UTSTOM;15;240213;121500;91.225;22219000
USD000UTSTOM;15;240213;123000;91.2125;14301000
USD000UTSTOM;15;240213;124500;91.26;17047000
USD000UTSTOM;15;240213;130000;91.265;15089000
USD000UTSTOM;15;240213;131500;91.25;19904000
USD000UTSTOM;15;240213;133000;91.255;16361000
USD000UTSTOM;15;240213;134500;91.355;25242000
USD000UTSTOM;15;240213;140000;91.32;42481000
USD000UTSTOM;15;240213;141500;91.2275;18662000
USD000UTSTOM;15;240213;143000;91.2575;6903000
USD000UTSTOM;15;240213;144500;91.18;22027000
USD000UTSTOM;15;240213;150000;91.0575;46945000
USD000UTSTOM;15;240213;151500;91.13;15817000
USD000UTSTOM;15;240213;153000;91.105;7844000
USD000UTSTOM;15;240213;154500;91.095;5065000
USD000UTSTOM;15;240213;160000;91.085;17172000
USD000UTSTOM;15;240213;161500;91.0875;11068000
USD000UTSTOM;15;240213;163000;91.1625;17846000
USD000UTSTOM;15;240213;164500;91.22;16285000
USD000UTSTOM;15;240213;170000;91.2875;16467000
USD000UTSTOM;15;240213;171500;91.3425;16399000
USD000UTSTOM;15;240213;173000;91.195;15976000
USD000UTSTOM;15;240213;174500;91.23;10221000
USD000UTSTOM;15;240213;180000;91.235;1396000
USD000UTSTOM;15;240213;181500;91.265;1044000
USD000UTSTOM;15;240213;183000;91.25;2123000
USD000UTSTOM;15;240213;184500;91.3025;2758000
USD000UTSTOM;15;240214;070000;91.3;509000
USD000UTSTOM;15;240214;071500;91.3025;17000
USD000UTSTOM;15;240214;073000;91.3275;348000
USD000UTSTOM;15;240214;074500;91.38;14000
USD000UTSTOM;15;240214;080000;91.305;1368000
USD000UTSTOM;15;240214;081500;91.33;1348000
USD000UTSTOM;15;240214;083000;91.3675;2446000
USD000UTSTOM;15;240214;084500;91.37;1385000
USD000UTSTOM;15;240214;090000;91.345;1163000
USD000UTSTOM;15;240214;091500;91.3375;2077000
USD000UTSTOM;15;240214;093000;91.3;2377000
USD000UTSTOM;15;240214;094500;91.2875;5592000
USD000UTSTOM;15;240214;100000;91.2825;19252000
USD000UTSTOM;15;240214;101500;91.32;22234000
USD000UTSTOM;15;240214;103000;91.44;40147000
USD000UTSTOM;15;240214;104500;91.455;7675000
USD000UTSTOM;15;240214;110000;91.4475;8758000
USD000UTSTOM;15;240214;111500;91.58;22017000
USD000UTSTOM;15;240214;113000;91.5525;22422000
USD000UTSTOM;15;240214;114500;91.51;19811000
USD000UTSTOM;15;240214;120000;91.51;9719000
USD000UTSTOM;15;240214;121500;91.4775;10692000
USD000UTSTOM;15;240214;123000;91.455;10363000
USD000UTSTOM;15;240214;124500;91.4175;24500000
USD000UTSTOM;15;240214;130000;91.3825;28439000
USD000UTSTOM;15;240214;131500;91.3675;16624000
USD000UTSTOM;15;240214;133000;91.4525;18972000
USD000UTSTOM;15;240214;134500;91.45;14238000
USD000UTSTOM;15;240214;140000;91.4575;13626000
USD000UTSTOM;15;240214;141500;91.4875;12188000
USD000UTSTOM;15;240214;143000;91.435;17015000
USD000UTSTOM;15;240214;144500;91.445;12223000
USD000UTSTOM;15;240214;150000;91.4225;34019000
USD000UTSTOM;15;240214;151500;91.4;25602000
USD000UTSTOM;15;240214;153000;91.475;44243000
USD000UTSTOM;15;240214;154500;91.4125;30371000
USD000UTSTOM;15;240214;160000;91.4175;20095000
USD000UTSTOM;15;240214;161500;91.44;21343000
USD000UTSTOM;15;240214;163000;91.4025;27063000
USD000UTSTOM;15;240214;164500;91.335;34380000
USD000UTSTOM;15;240214;170000;91.415;51743000
USD000UTSTOM;15;240214;171500;91.43;55703000
USD000UTSTOM;15;240214;173000;91.4725;42792000
USD000UTSTOM;15;240214;174500;91.5675;11781000
USD000UTSTOM;15;240214;180000;91.62;23712000
USD000UTSTOM;15;240214;181500;91.53;10143000
USD000UTSTOM;15;240214;183000;91.45;4995000
USD000UTSTOM;15;240214;184500;91.405;1119000
USD000UTSTOM;15;240215;070000;91.4275;351000
USD000UTSTOM;15;240215;071500;91.385;82000
USD000UTSTOM;15;240215;073000;91.38;201000
USD000UTSTOM;15;240215;074500;91.3575;483000
USD000UTSTOM;15;240215;080000;91.4;577000
USD000UTSTOM;15;240215;081500;91.4025;1099000
USD000UTSTOM;15;240215;083000;91.3925;846000
USD000UTSTOM;15;240215;084500;91.4;3579000
USD000UTSTOM;15;240215;090000;91.465;8031000
USD000UTSTOM;15;240215;091500;91.43;1222000
USD000UTSTOM;15;240215;093000;91.4775;1531000
USD000UTSTOM;15;240215;094500;91.4625;4347000
USD000UTSTOM;15;240215;100000;91.46;10427000
USD000UTSTOM;15;240215;101500;91.54;38005000
USD000UTSTOM;15;240215;103000;91.5875;18537000
USD000UTSTOM;15;240215;104500;91.6275;19165000
USD000UTSTOM;15;240215;110000;91.5825;30637000
USD000UTSTOM;15;240215;111500;91.545;20683000
USD000UTSTOM;15;240215;113000;91.5575;16783000
USD000UTSTOM;15;240215;114500;91.63;30505000
USD000UTSTOM;15;240215;120000;91.69;13786000
USD000UTSTOM;15;240215;121500;91.7775;12750000
USD000UTSTOM;15;240215;123000;91.74;14037000
USD000UTSTOM;15;240215;124500;91.7575;18941000
USD000UTSTOM;15;240215;130000;91.8625;21084000
USD000UTSTOM;15;240215;131500;91.99;25226000
USD000UTSTOM;15;240215;133000;92.16;40625000
USD000UTSTOM;15;240215;134500;92.1125;28382000
USD000UTSTOM;15;240215;140000;92.075;25380000
USD000UTSTOM;15;240215;141500;91.8675;42452000
USD000UTSTOM;15;240215;143000;92.1675;30661000
USD000UTSTOM;15;240215;144500;92.0625;18226000
USD000UTSTOM;15;240215;150000;91.96;11322000
USD000UTSTOM;15;240215;151500;92.06;7346000
USD000UTSTOM;15;240215;153000;91.9875;26669000
USD000UTSTOM;15;240215;154500;92.06;16448000
USD000UTSTOM;15;240215;160000;92.02;7637000
USD000UTSTOM;15;240215;161500;92.055;16778000
USD000UTSTOM;15;240215;163000;92.17;13425000
USD000UTSTOM;15;240215;164500;92.055;35047000
USD000UTSTOM;15;240215;170000;92.24;18275000
USD000UTSTOM;15;240215;171500;92.1075;19502000
USD000UTSTOM;15;240215;173000;92.18;14814000
USD000UTSTOM;15;240215;174500;92.265;17774000
USD000UTSTOM;15;240215;180000;92.255;24503000
USD000UTSTOM;15;240215;181500;92.335;18707000
USD000UTSTOM;15;240215;183000;92.4;18068000
USD000UTSTOM;15;240215;184500;92.25;1983000
USD000UTSTOM;15;240216;070000;92.475;1095000
USD000UTSTOM;15;240216;071500;92.2925;2126000
USD000UTSTOM;15;240216;073000;92.31;639000
USD000UTSTOM;15;240216;074500;92.295;428000
USD000UTSTOM;15;240216;080000;92.31;5703000
USD000UTSTOM;15;240216;081500;92.3725;1954000
USD000UTSTOM;15;240216;083000;92.3225;3343000
USD000UTSTOM;15;240216;084500;92.3575;959000
USD000UTSTOM;15;240216;090000;92.3775;4918000
USD000UTSTOM;15;240216;091500;92.4225;6571000
USD000UTSTOM;15;240216;093000;92.445;2908000
USD000UTSTOM;15;240216;094500;92.45;13224000
USD000UTSTOM;15;240216;100000;92.46;30786000
USD000UTSTOM;15;240216;101500;92.345;34609000
USD000UTSTOM;15;240216;103000;92.165;32750000
USD000UTSTOM;15;240216;104500;92.29;30682000
USD000UTSTOM;15;240216;110000;92.25;46623000
USD000UTSTOM;15;240216;111500;92.3725;80946000
USD000UTSTOM;15;240216;113000;92.5375;72225000
USD000UTSTOM;15;240216;114500;92.4725;30271000
USD000UTSTOM;15;240216;120000;92.45;25007000
USD000UTSTOM;15;240216;121500;92.375;39364000
USD000UTSTOM;15;240216;123000;92.4125;37931000
USD000UTSTOM;15;240216;124500;92.465;45431000
USD000UTSTOM;15;240216;130000;92.625;39522000
USD000UTSTOM;15;240216;131500;92.625;38746000
USD000UTSTOM;15;240216;133000;92.68;48606000
USD000UTSTOM;15;240216;134500;92.675;62078000
USD000UTSTOM;15;240216;140000;92.675;27823000
USD000UTSTOM;15;240216;141500;92.9225;58907000
USD000UTSTOM;15;240216;143000;92.815;52552000
USD000UTSTOM;15;240216;144500;92.8075;33028000
USD000UTSTOM;15;240216;150000;92.735;68262000
USD000UTSTOM;15;240216;151500;92.755;46888000
USD000UTSTOM;15;240216;153000;92.7975;50656000
USD000UTSTOM;15;240216;154500;92.855;43822000
USD000UTSTOM;15;240216;160000;92.7875;37590000
USD000UTSTOM;15;240216;161500;92.8;52764000
USD000UTSTOM;15;240216;163000;92.8425;32194000
USD000UTSTOM;15;240216;164500;92.4525;74686000
USD000UTSTOM;15;240216;170000;92.3525;53753000
USD000UTSTOM;15;240216;171500;92.33;43688000
USD000UTSTOM;15;240216;173000;92.3525;13970000
USD000UTSTOM;15;240216;174500;92.3975;22635000
USD000UTSTOM;15;240216;180000;92.35;8996000
USD000UTSTOM;15;240216;181500;92.3275;16624000
USD000UTSTOM;15;240216;183000;92.25;12510000
USD000UTSTOM;15;240216;184500;92.2225;3301000
